CustomerID,FullName,Email,SignUpDate,City,Country
"CUST-1059","Aadya Sharma","customer.1059@example.com","2024-11-03","Surat","India"
"CUST-1060","Kiara Mehta","customer.1060@example.com","2023-09-01","Jaipur","India"
"CUST-1061","Kiara Kumar","customer.1061@example.com","2023-10-06","Mumbai","India"
"CUST-1062","Aditya Shah","customer.1062@example.com","2025-05-28","Pune","India"
"CUST-1063","Reyansh Singh","customer.1063@example.com","2025-01-10","Kolkata","India"
"CUST-1064","Aarav Reddy","customer.1064@example.com","2024-04-07","Bangalore","India"
"CUST-1065","Vivaan Singh","customer.1065@example.com","2023-01-21","Pune","India"
"CUST-1066","Aarav Patel","customer.1066@example.com","2022-01-28","Jaipur","India"
"CUST-1067","Vivaan Singh","customer.1067@example.com","2025-10-24","Kolkata","India"
"CUST-1068","Krishna Singh","customer.1068@example.com","2022-03-18","Chennai","India"
"CUST-1069","Pari Jain","customer.1069@example.com","2023-03-30","Kolkata","India"
"CUST-1070","Pari Mehta","customer.1070@example.com","2022-06-09","Hyderabad","India"
"CUST-1071","Reyansh Gupta","customer.1071@example.com","2022-12-28","Bangalore","India"
"CUST-1072","Pari Sharma","customer.1072@example.com","2025-06-19","Chennai","India"
"CUST-1073","Ishaan Kumar","customer.1073@example.com","2022-05-16","Ahmedabad","India"
"CUST-1074","Aditya Jain","customer.1074@example.com","2023-07-29","Bangalore","India"
"CUST-1075","Vihaan Reddy","customer.1075@example.com","2025-03-03","Pune","India"
"CUST-1076","Ananya Reddy","customer.1076@example.com","2024-01-26","Kolkata","India"
"CUST-1077","Saanvi Shah","customer.1077@example.com","2025-03-25","Chennai","India"
"CUST-1078","Diya Jain","customer.1078@example.com","2025-02-27","Surat","India"
"CUST-1079","Vihaan Gupta","customer.1079@example.com","2024-08-15","Mumbai","India"
"CUST-1080","Diya Kumar","customer.1080@example.com","2023-03-03","Jaipur","India"
"CUST-1081","Ishaan Verma","customer.1081@example.com","2025-11-14","Delhi","India"
"CUST-1082","Vivaan Sharma","customer.1082@example.com","2022-12-04","Kolkata","India"
"CUST-1083","Vihaan Verma","customer.1083@example.com","2023-02-22","Pune","India"
"CUST-1084","Diya Shah","customer.1084@example.com","2024-08-12","Kolkata","India"
"CUST-1085","Ayaan Singh","customer.1085@example.com","2022-05-16","Chennai","India"
"CUST-1086","Pari Sharma","customer.1086@example.com","2024-12-05","Kolkata","India"
"CUST-1087","Pari Verma","customer.1087@example.com","2024-06-24","Surat","India"
"CUST-1088","Ananya Sharma","customer.1088@example.com","2023-04-25","Mumbai","India"
"CUST-1089","Riya Verma","customer.1089@example.com","2025-03-26","Kolkata","India"
"CUST-1090","Aditya Singh","customer.1090@example.com","2023-02-03","Surat","India"
"CUST-1091","Vihaan Jain","customer.1091@example.com","2024-10-25","Mumbai","India"
"CUST-1092","Aarav Jain","customer.1092@example.com","2025-09-12","Hyderabad","India"
"CUST-1093","Ananya Patel","customer.1093@example.com","2022-07-27","Jaipur","India"
"CUST-1094","Aarav Mehta","customer.1094@example.com","2024-05-07","Pune","India"
"CUST-1095","Vivaan Shah","customer.1095@example.com","2023-12-09","Mumbai","India"
"CUST-1096","Ananya Kumar","customer.1096@example.com","2024-11-02","Chennai","India"
"CUST-1097","Diya Mehta","customer.1097@example.com","2024-10-08","Ahmedabad","India"
"CUST-1098","Kiara Gupta","customer.1098@example.com","2024-10-05","Bangalore","India"
"CUST-1099","Aarav Kumar","customer.1099@example.com","2025-06-14","Hyderabad","India"
"CUST-1100","Riya Kumar","customer.1100@example.com","2025-02-07","Pune","India"
"CUST-1101","Diya Verma","customer.1101@example.com","2024-01-13","Jaipur","India"
"CUST-1102","Vivaan Shah","customer.1102@example.com","2025-05-01","Ahmedabad","India"
"CUST-1103","Ishaan Singh","customer.1103@example.com","2023-06-21","Hyderabad","India"
"CUST-1104","Ayaan Patel","customer.1104@example.com","2023-05-14","Bangalore","India"
"CUST-1105","Vihaan Sharma","customer.1105@example.com","2024-06-22","Bangalore","India"
"CUST-1106","Aadya Patel","customer.1106@example.com","2024-10-13","Pune","India"
"CUST-1107","Sai Verma","customer.1107@example.com","2024-02-22","Bangalore","India"
"CUST-1108","Ishaan Patel","customer.1108@example.com","2025-03-14","Surat","India"
"CUST-1109","Ishaan Mehta","customer.1109@example.com","2022-12-30","Delhi","India"
"CUST-1110","Aditya Reddy","customer.1110@example.com","2025-07-01","Delhi","India"
"CUST-1111","Reyansh Verma","customer.1111@example.com","2025-03-04","Delhi","India"
"CUST-1112","Vihaan Jain","customer.1112@example.com","2022-07-22","Hyderabad","India"
"CUST-1113","Saanvi Reddy","customer.1113@example.com","2024-02-14","Hyderabad","India"
"CUST-1114","Aadya Patel","customer.1114@example.com","2022-02-02","Surat","India"
"CUST-1115","Diya Kumar","customer.1115@example.com","2025-06-09","Bangalore","India"
"CUST-1116","Sitara Reddy","customer.1116@example.com","2022-08-23","Hyderabad","India"
"CUST-1117","Arjun Sharma","customer.1117@example.com","2022-06-14","Delhi","India"
"CUST-1118","Diya Kumar","customer.1118@example.com","2022-06-11","Surat","India"
"CUST-1119","Vihaan Singh","customer.1119@example.com","2024-01-01","Ahmedabad","India"
"CUST-1120","Riya Jain","customer.1120@example.com","2023-07-09","Jaipur","India"
"CUST-1121","Diya Singh","customer.1121@example.com","2025-11-24","Ahmedabad","India"
"CUST-1122","Aditya Kumar","customer.1122@example.com","2022-07-09","Kolkata","India"
"CUST-1123","Sai Kumar","customer.1123@example.com","2022-11-28","Pune","India"
"CUST-1124","Ananya Gupta","customer.1124@example.com","2023-04-11","Delhi","India"
"CUST-1125","Krishna Gupta","customer.1125@example.com","2025-09-27","Jaipur","India"
"CUST-1126","Sai Gupta","customer.1126@example.com","2022-08-10","Delhi","India"
"CUST-1127","Vihaan Reddy","customer.1127@example.com","2025-03-18","Ahmedabad","India"
"CUST-1128","Ishaan Jain","customer.1128@example.com","2025-11-20","Mumbai","India"
"CUST-1129","Reyansh Sharma","customer.1129@example.com","2023-12-30","Delhi","India"
"CUST-1130","Pari Singh","customer.1130@example.com","2024-02-27","Hyderabad","India"
"CUST-1131","Ishaan Kumar","customer.1131@example.com","2024-10-04","Pune","India"
"CUST-1132","Reyansh Patel","customer.1132@example.com","2023-01-21","Surat","India"
"CUST-1133","Aadya Verma","customer.1133@example.com","2025-01-12","Hyderabad","India"
"CUST-1134","Vihaan Patel","customer.1134@example.com","2024-12-03","Surat","India"
"CUST-1135","Krishna Patel","customer.1135@example.com","2023-02-23","Jaipur","India"
"CUST-1136","Arjun Verma","customer.1136@example.com","2024-07-18","Kolkata","India"
"CUST-1137","Pari Singh","customer.1137@example.com","2024-11-15","Pune","India"
"CUST-1138","Aarav Reddy","customer.1138@example.com","2025-11-06","Chennai","India"
"CUST-1139","Diya Singh","customer.1139@example.com","2024-09-03","Chennai","India"
"CUST-1140","Saanvi Sharma","customer.1140@example.com","2024-03-10","Bangalore","India"
"CUST-1141","Reyansh Jain","customer.1141@example.com","2024-05-25","Jaipur","India"
"CUST-1142","Sitara Mehta","customer.1142@example.com","2022-05-24","Chennai","India"
"CUST-1143","Aarav Verma","customer.1143@example.com","2023-07-14","Kolkata","India"
"CUST-1144","Kiara Jain","customer.1144@example.com","2025-07-21","Surat","India"
"CUST-1145","Vivaan Verma","customer.1145@example.com","2023-02-02","Surat","India"
"CUST-1146","Ishaan Sharma","customer.1146@example.com","2022-01-02","Pune","India"
"CUST-1147","Krishna Sharma","customer.1147@example.com","2025-06-15","Chennai","India"
"CUST-1148","Riya Mehta","customer.1148@example.com","2023-07-30","Bangalore","India"
"CUST-1149","Ishaan Kumar","customer.1149@example.com","2025-04-10","Surat","India"
"CUST-1150","Ishaan Jain","customer.1150@example.com","2023-04-24","Delhi","India"
"CUST-1151","Sai Gupta","customer.1151@example.com","2022-09-10","Bangalore","India"
"CUST-1152","Krishna Gupta","customer.1152@example.com","2024-07-30","Mumbai","India"
"CUST-1153","Sai Kumar","customer.1153@example.com","2024-07-08","Ahmedabad","India"
"CUST-1154","Saanvi Verma","customer.1154@example.com","2022-08-30","Pune","India"
"CUST-1155","Ananya Mehta","customer.1155@example.com","2025-09-08","Chennai","India"
"CUST-1156","Arjun Reddy","customer.1156@example.com","2024-06-30","Pune","India"
"CUST-1157","Saanvi Reddy","customer.1157@example.com","2025-08-01","Kolkata","India"
"CUST-1158","Ananya Kumar","customer.1158@example.com","2022-08-23","Ahmedabad","India"
"CUST-1159","Aarav Singh","customer.1159@example.com","2024-12-09","Chennai","India"
"CUST-1160","Ayaan Verma","customer.1160@example.com","2025-12-17","Bangalore","India"
"CUST-1161","Saanvi Gupta","customer.1161@example.com","2022-08-30","Kolkata","India"
"CUST-1162","Arjun Shah","customer.1162@example.com","2023-08-13","Pune","India"
"CUST-1163","Pari Jain","customer.1163@example.com","2023-10-04","Hyderabad","India"
"CUST-1164","Ishaan Verma","customer.1164@example.com","2025-08-16","Ahmedabad","India"
"CUST-1165","Vihaan Mehta","customer.1165@example.com","2024-11-04","Delhi","India"
"CUST-1166","Sai Jain","customer.1166@example.com","2023-01-26","Chennai","India"
"CUST-1167","Pari Singh","customer.1167@example.com","2024-08-27","Bangalore","India"
"CUST-1168","Pari Kumar","customer.1168@example.com","2025-07-31","Mumbai","India"
"CUST-1169","Aditya Gupta","customer.1169@example.com","2023-06-07","Mumbai","India"
"CUST-1170","Aarav Kumar","customer.1170@example.com","2023-03-15","Chennai","India"
"CUST-1171","Krishna Mehta","customer.1171@example.com","2022-08-05","Pune","India"
"CUST-1172","Aditya Gupta","customer.1172@example.com","2025-09-10","Chennai","India"
"CUST-1173","Vihaan Kumar","customer.1173@example.com","2025-10-26","Chennai","India"
"CUST-1174","Arjun Kumar","customer.1174@example.com","2024-10-14","Ahmedabad","India"
"CUST-1175","Saanvi Patel","customer.1175@example.com","2023-10-10","Mumbai","India"
"CUST-1176","Kiara Sharma","customer.1176@example.com","2022-05-16","Pune","India"
"CUST-1177","Vivaan Mehta","customer.1177@example.com","2022-02-20","Mumbai","India"
"CUST-1178","Pari Shah","customer.1178@example.com","2023-08-21","Mumbai","India"
"CUST-1179","Ananya Reddy","customer.1179@example.com","2024-01-26","Delhi","India"
"CUST-1180","Krishna Jain","customer.1180@example.com","2025-05-08","Ahmedabad","India"
"CUST-1181","Aarav Shah","customer.1181@example.com","2022-11-30","Bangalore","India"
"CUST-1182","Sai Gupta","customer.1182@example.com","2025-01-09","Chennai","India"
"CUST-1183","Saanvi Gupta","customer.1183@example.com","2023-09-07","Hyderabad","India"
"CUST-1184","Kiara Reddy","customer.1184@example.com","2022-12-08","Mumbai","India"
"CUST-1185","Krishna Verma","customer.1185@example.com","2025-08-04","Delhi","India"
"CUST-1186","Sitara Kumar","customer.1186@example.com","2022-02-22","Bangalore","India"
"CUST-1187","Aditya Jain","customer.1187@example.com","2025-03-05","Ahmedabad","India"
"CUST-1188","Vihaan Gupta","customer.1188@example.com","2023-05-29","Ahmedabad","India"
"CUST-1189","Ayaan Sharma","customer.1189@example.com","2023-10-05","Kolkata","India"
"CUST-1190","Vihaan Gupta","customer.1190@example.com","2022-07-20","Mumbai","India"
"CUST-1191","Aarav Kumar","customer.1191@example.com","2022-08-08","Mumbai","India"
"CUST-1192","Riya Reddy","customer.1192@example.com","2023-01-15","Jaipur","India"
"CUST-1193","Vivaan Sharma","customer.1193@example.com","2023-07-03","Mumbai","India"
"CUST-1194","Sai Singh","customer.1194@example.com","2022-01-26","Pune","India"
"CUST-1195","Ayaan Sharma","customer.1195@example.com","2025-03-12","Kolkata","India"
"CUST-1196","Arjun Sharma","customer.1196@example.com","2024-09-20","Surat","India"
"CUST-1197","Diya Jain","customer.1197@example.com","2025-10-16","Bangalore","India"
"CUST-1198","Ananya Patel","customer.1198@example.com","2022-06-14","Ahmedabad","India"
"CUST-1199","Pari Patel","customer.1199@example.com","2024-01-23","Hyderabad","India"
"CUST-1200","Arjun Shah","customer.1200@example.com","2023-02-07","Pune","India"
"CUST-1201","Saanvi Reddy","customer.1201@example.com","2022-12-09","Chennai","India"
"CUST-1202","Aditya Reddy","customer.1202@example.com","2022-09-09","Kolkata","India"
"CUST-1203","Pari Sharma","customer.1203@example.com","2023-01-05","Hyderabad","India"
"CUST-1204","Kiara Shah","customer.1204@example.com","2024-07-28","Pune","India"
"CUST-1205","Vihaan Patel","customer.1205@example.com","2024-05-09","Jaipur","India"
"CUST-1206","Reyansh Kumar","customer.1206@example.com","2025-02-25","Chennai","India"
"CUST-1207","Aarav Verma","customer.1207@example.com","2022-09-29","Mumbai","India"
"CUST-1208","Ishaan Mehta","customer.1208@example.com","2024-08-15","Jaipur","India"
"CUST-1209","Diya Reddy","customer.1209@example.com","2024-10-16","Kolkata","India"
"CUST-1210","Sai Kumar","customer.1210@example.com","2023-07-20","Chennai","India"
"CUST-1211","Kiara Shah","customer.1211@example.com","2023-01-23","Jaipur","India"
"CUST-1212","Saanvi Shah","customer.1212@example.com","2023-05-04","Hyderabad","India"
"CUST-1213","Saanvi Shah","customer.1213@example.com","2022-07-28","Delhi","India"
"CUST-1214","Ishaan Shah","customer.1214@example.com","2022-03-11","Jaipur","India"
"CUST-1215","Diya Shah","customer.1215@example.com","2025-02-13","Chennai","India"
"CUST-1216","Riya Reddy","customer.1216@example.com","2024-07-01","Hyderabad","India"
"CUST-1217","Vivaan Patel","customer.1217@example.com","2024-11-14","Hyderabad","India"
"CUST-1218","Aarav Singh","customer.1218@example.com","2022-08-04","Mumbai","India"
"CUST-1219","Saanvi Reddy","customer.1219@example.com","2024-12-14","Pune","India"
"CUST-1220","Krishna Kumar","customer.1220@example.com","2025-10-05","Ahmedabad","India"
"CUST-1221","Kiara Patel","customer.1221@example.com","2022-05-28","Bangalore","India"
"CUST-1222","Krishna Kumar","customer.1222@example.com","2025-12-10","Delhi","India"
"CUST-1223","Saanvi Reddy","customer.1223@example.com","2024-08-17","Pune","India"
"CUST-1224","Riya Jain","customer.1224@example.com","2022-12-26","Chennai","India"
"CUST-1225","Reyansh Singh","customer.1225@example.com","2022-04-19","Ahmedabad","India"
"CUST-1226","Krishna Mehta","customer.1226@example.com","2022-10-31","Pune","India"
"CUST-1227","Vihaan Patel","customer.1227@example.com","2024-03-06","Delhi","India"
"CUST-1228","Saanvi Verma","customer.1228@example.com","2022-09-05","Jaipur","India"
"CUST-1229","Diya Verma","customer.1229@example.com","2022-06-19","Delhi","India"
"CUST-1230","Reyansh Reddy","customer.1230@example.com","2024-07-15","Delhi","India"
"CUST-1231","Reyansh Mehta","customer.1231@example.com","2025-07-15","Mumbai","India"
"CUST-1232","Ayaan Sharma","customer.1232@example.com","2025-08-30","Chennai","India"
"CUST-1233","Kiara Patel","customer.1233@example.com","2024-12-02","Ahmedabad","India"
"CUST-1234","Arjun Gupta","customer.1234@example.com","2025-04-06","Pune","India"
"CUST-1235","Aadya Mehta","customer.1235@example.com","2023-10-23","Mumbai","India"
"CUST-1236","Reyansh Sharma","customer.1236@example.com","2022-11-03","Pune","India"
"CUST-1237","Sai Gupta","customer.1237@example.com","2025-11-23","Delhi","India"
"CUST-1238","Sitara Kumar","customer.1238@example.com","2022-05-08","Jaipur","India"
"CUST-1239","Kiara Kumar","customer.1239@example.com","2022-08-11","Mumbai","India"
"CUST-1240","Sai Kumar","customer.1240@example.com","2024-05-26","Mumbai","India"
"CUST-1241","Arjun Patel","customer.1241@example.com","2022-02-01","Chennai","India"
"CUST-1242","Aarav Kumar","customer.1242@example.com","2023-11-06","Chennai","India"
"CUST-1243","Krishna Verma","customer.1243@example.com","2023-07-17","Bangalore","India"
"CUST-1244","Pari Singh","customer.1244@example.com","2023-01-28","Jaipur","India"
"CUST-1245","Riya Kumar","customer.1245@example.com","2022-04-03","Delhi","India"
"CUST-1246","Aarav Singh","customer.1246@example.com","2025-10-02","Pune","India"
"CUST-1247","Kiara Verma","customer.1247@example.com","2023-04-09","Bangalore","India"
"CUST-1248","Ananya Verma","customer.1248@example.com","2025-01-31","Pune","India"
"CUST-1249","Kiara Singh","customer.1249@example.com","2025-11-12","Hyderabad","India"
"CUST-1250","Riya Verma","customer.1250@example.com","2022-11-18","Delhi","India"
"CUST-1251","Ananya Reddy","customer.1251@example.com","2024-09-19","Surat","India"
"CUST-1252","Vivaan Singh","customer.1252@example.com","2022-03-21","Pune","India"
"CUST-1253","Diya Singh","customer.1253@example.com","2025-08-03","Ahmedabad","India"
"CUST-1254","Arjun Shah","customer.1254@example.com","2025-05-11","Bangalore","India"
"CUST-1255","Krishna Shah","customer.1255@example.com","2024-03-20","Jaipur","India"
"CUST-1256","Ananya Sharma","customer.1256@example.com","2024-05-08","Bangalore","India"
"CUST-1257","Ayaan Kumar","customer.1257@example.com","2025-08-08","Jaipur","India"
"CUST-1258","Riya Sharma","customer.1258@example.com","2025-03-11","Kolkata","India"
"CUST-1259","Ayaan Kumar","customer.1259@example.com","2022-03-12","Chennai","India"
"CUST-1260","Riya Mehta","customer.1260@example.com","2022-06-24","Hyderabad","India"
"CUST-1261","Ishaan Sharma","customer.1261@example.com","2022-08-06","Chennai","India"
"CUST-1262","Ayaan Reddy","customer.1262@example.com","2024-11-27","Kolkata","India"
"CUST-1263","Ishaan Sharma","customer.1263@example.com","2024-08-21","Mumbai","India"
"CUST-1264","Ayaan Shah","customer.1264@example.com","2025-07-12","Surat","India"
"CUST-1265","Ishaan Mehta","customer.1265@example.com","2023-01-25","Hyderabad","India"
"CUST-1266","Aadya Kumar","customer.1266@example.com","2022-04-07","Bangalore","India"
"CUST-1267","Ananya Patel","customer.1267@example.com","2024-07-21","Bangalore","India"
"CUST-1268","Krishna Reddy","customer.1268@example.com","2024-08-28","Bangalore","India"
"CUST-1269","Ananya Singh","customer.1269@example.com","2024-10-19","Bangalore","India"
"CUST-1270","Ayaan Sharma","customer.1270@example.com","2022-03-16","Hyderabad","India"
"CUST-1271","Sai Sharma","customer.1271@example.com","2025-08-21","Delhi","India"
"CUST-1272","Sai Mehta","customer.1272@example.com","2023-12-22","Surat","India"
"CUST-1273","Kiara Patel","customer.1273@example.com","2023-06-25","Pune","India"
"CUST-1274","Saanvi Shah","customer.1274@example.com","2022-01-23","Surat","India"
"CUST-1275","Krishna Gupta","customer.1275@example.com","2023-08-25","Kolkata","India"
"CUST-1276","Sai Patel","customer.1276@example.com","2023-09-11","Jaipur","India"
"CUST-1277","Ananya Reddy","customer.1277@example.com","2024-11-01","Ahmedabad","India"
"CUST-1278","Reyansh Gupta","customer.1278@example.com","2022-08-11","Kolkata","India"
"CUST-1279","Arjun Verma","customer.1279@example.com","2025-07-05","Jaipur","India"
"CUST-1280","Aarav Jain","customer.1280@example.com","2024-04-15","Delhi","India"
"CUST-1281","Ananya Mehta","customer.1281@example.com","2023-07-23","Mumbai","India"
"CUST-1282","Pari Mehta","customer.1282@example.com","2024-01-08","Mumbai","India"
"CUST-1283","Kiara Gupta","customer.1283@example.com","2023-01-21","Chennai","India"
"CUST-1284","Aarav Verma","customer.1284@example.com","2023-11-05","Pune","India"
"CUST-1285","Reyansh Patel","customer.1285@example.com","2023-06-30","Chennai","India"
"CUST-1286","Ananya Singh","customer.1286@example.com","2023-05-16","Delhi","India"
"CUST-1287","Ishaan Patel","customer.1287@example.com","2025-06-15","Hyderabad","India"
"CUST-1288","Diya Kumar","customer.1288@example.com","2022-12-18","Delhi","India"
"CUST-1289","Saanvi Kumar","customer.1289@example.com","2024-02-29","Kolkata","India"
"CUST-1290","Sitara Sharma","customer.1290@example.com","2024-02-23","Kolkata","India"
"CUST-1291","Ananya Mehta","customer.1291@example.com","2023-12-03","Chennai","India"
"CUST-1292","Riya Patel","customer.1292@example.com","2024-08-15","Kolkata","India"
"CUST-1293","Krishna Gupta","customer.1293@example.com","2023-11-16","Surat","India"
"CUST-1294","Vivaan Jain","customer.1294@example.com","2024-05-26","Hyderabad","India"
"CUST-1295","Ananya Gupta","customer.1295@example.com","2024-08-30","Kolkata","India"
"CUST-1296","Arjun Gupta","customer.1296@example.com","2024-06-03","Jaipur","India"
"CUST-1297","Pari Verma","customer.1297@example.com","2024-11-08","Surat","India"
"CUST-1298","Aarav Verma","customer.1298@example.com","2023-07-08","Ahmedabad","India"
"CUST-1299","Aarav Jain","customer.1299@example.com","2022-06-14","Hyderabad","India"
"CUST-1300","Sitara Mehta","customer.1300@example.com","2022-04-18","Delhi","India"
"CUST-1301","Reyansh Patel","customer.1301@example.com","2023-11-02","Kolkata","India"
"CUST-1302","Pari Kumar","customer.1302@example.com","2022-02-12","Chennai","India"
"CUST-1303","Krishna Shah","customer.1303@example.com","2023-11-14","Pune","India"
"CUST-1304","Vivaan Patel","customer.1304@example.com","2022-06-12","Pune","India"
"CUST-1305","Aditya Jain","customer.1305@example.com","2023-12-17","Jaipur","India"
"CUST-1306","Saanvi Mehta","customer.1306@example.com","2022-06-24","Kolkata","India"
"CUST-1307","Sitara Verma","customer.1307@example.com","2024-09-16","Surat","India"
"CUST-1308","Riya Gupta","customer.1308@example.com","2023-05-28","Kolkata","India"
"CUST-1309","Ayaan Shah","customer.1309@example.com","2023-09-18","Surat","India"
"CUST-1310","Kiara Gupta","customer.1310@example.com","2023-11-07","Bangalore","India"
"CUST-1311","Ishaan Jain","customer.1311@example.com","2022-06-22","Mumbai","India"
"CUST-1312","Riya Patel","customer.1312@example.com","2023-03-30","Mumbai","India"
"CUST-1313","Arjun Shah","customer.1313@example.com","2022-01-11","Pune","India"
"CUST-1314","Ayaan Reddy","customer.1314@example.com","2025-10-18","Ahmedabad","India"
"CUST-1315","Kiara Reddy","customer.1315@example.com","2025-07-22","Kolkata","India"
"CUST-1316","Krishna Reddy","customer.1316@example.com","2022-10-22","Delhi","India"
"CUST-1317","Kiara Gupta","customer.1317@example.com","2025-04-20","Delhi","India"
"CUST-1318","Krishna Mehta","customer.1318@example.com","2023-10-08","Jaipur","India"
"CUST-1319","Reyansh Gupta","customer.1319@example.com","2025-12-14","Jaipur","India"
"CUST-1320","Kiara Jain","customer.1320@example.com","2025-06-16","Hyderabad","India"
"CUST-1321","Ishaan Shah","customer.1321@example.com","2024-09-28","Surat","India"
"CUST-1322","Vihaan Singh","customer.1322@example.com","2023-11-11","Bangalore","India"
"CUST-1323","Vihaan Patel","customer.1323@example.com","2024-01-19","Hyderabad","India"
"CUST-1324","Aditya Kumar","customer.1324@example.com","2023-09-11","Delhi","India"
"CUST-1325","Ananya Mehta","customer.1325@example.com","2021-12-31","Hyderabad","India"
"CUST-1326","Diya Mehta","customer.1326@example.com","2024-10-01","Hyderabad","India"
"CUST-1327","Aarav Sharma","customer.1327@example.com","2023-02-26","Surat","India"
"CUST-1328","Arjun Gupta","customer.1328@example.com","2022-07-02","Jaipur","India"
"CUST-1329","Ayaan Verma","customer.1329@example.com","2025-09-17","Chennai","India"
